id,user_id,customer_name,email,phone,address,timestamp,status,total_amount,sale_type
31,,Online Customer 569,online_648@gmail.com,9876586773,"Mumbai Suburban Area, India",2022-08-07T12:02:55.171307,Delivered,822.51,online
32,2.0,Online Customer 532,online_262@gmail.com,9876598184,"Mumbai Suburban Area, India",2022-08-08T21:10:30.171307,Delivered,900.2,online
33,2.0,Online Customer 509,online_704@gmail.com,9876529134,"Mumbai Suburban Area, India",2022-08-09T13:01:56.171307,Delivered,337.42,online
34,2.0,Online Customer 560,online_537@gmail.com,9876557490,"Mumbai Suburban Area, India",2022-08-09T20:20:59.171307,Pending,38281.18,online
35,,Online Customer 625,online_449@gmail.com,9876552392,"Mumbai Suburban Area, India",2022-08-09T19:42:49.171307,Delivered,585.5,online
36,,Online Customer 830,online_95@gmail.com,9876515583,"Mumbai Suburban Area, India",2022-08-09T09:29:35.171307,Delivered,144.32,online
37,2.0,Online Customer 234,online_125@gmail.com,9876545051,"Mumbai Suburban Area, India",2022-08-10T12:52:53.171307,Delivered,2202.88,online
38,2.0,Online Customer 251,online_319@gmail.com,9876547876,"Mumbai Suburban Area, India",2022-08-10T11:03:56.171307,Delivered,1447.0,online
39,2.0,Online Customer 440,online_117@gmail.com,9876565857,"Mumbai Suburban Area, India",2022-08-11T09:11:26.171307,Delivered,784.75,online
40,,Online Customer 209,online_890@gmail.com,9876591301,"Mumbai Suburban Area, India",2022-08-11T18:01:58.171307,Delivered,359.68,online
41,,Online Customer 225,online_529@gmail.com,9876573426,"Mumbai Suburban Area, India",2022-08-11T19:44:43.171307,Pending,121972.52,online
42,,Online Customer 721,online_111@gmail.com,9876572100,"Mumbai Suburban Area, India",2022-08-12T17:06:54.171307,Delivered,13755.05,online
43,2.0,Online Customer 620,online_799@gmail.com,9876525197,"Mumbai Suburban Area, India",2022-08-12T17:59:31.171307,Delivered,242.96,online
44,,Online Customer 126,online_842@gmail.com,9876525936,"Mumbai Suburban Area, India",2022-08-12T10:18:01.171307,Delivered,247.7,online
45,,Online Customer 276,online_118@gmail.com,9876553694,"Mumbai Suburban Area, India",2022-08-12T09:18:10.171307,Delivered,303.65,online
46,,Online Customer 782,online_854@gmail.com,9876558489,"Mumbai Suburban Area, India",2022-08-12T16:00:42.171307,Delivered,791.38,online
47,2.0,Online Customer 630,online_327@gmail.com,9876589673,"Mumbai Suburban Area, India",2022-08-12T11:37:08.171307,Delivered,2307.9,online
48,2.0,Online Customer 321,online_967@gmail.com,9876526038,"Mumbai Suburban Area, India",2022-08-12T14:12:56.171307,Delivered,468.12,online
49,,Online Customer 207,online_998@gmail.com,9876562383,"Mumbai Suburban Area, India",2022-08-13T19:44:58.171307,Delivered,545.3,online
50,2.0,Online Customer 171,online_823@gmail.com,9876530587,"Mumbai Suburban Area, India",2022-08-13T10:13:34.171307,Delivered,940.77,online
51,2.0,Online Customer 356,online_232@gmail.com,9876569459,"Mumbai Suburban Area, India",2022-08-13T14:40:46.171307,Delivered,970.29,online
52,2.0,Online Customer 758,online_665@gmail.com,9876586245,"Mumbai Suburban Area, India",2022-08-13T11:04:53.171307,Delivered,1925.32,online
53,2.0,Online Customer 600,online_922@gmail.com,9876517807,"Mumbai Suburban Area, India",2022-08-13T17:44:17.171307,Delivered,83626.7,online
54,2.0,Online Customer 287,online_583@gmail.com,9876548648,"Mumbai Suburban Area, India",2022-08-13T17:21:12.171307,Delivered,1107.9,online
55,2.0,Online Customer 472,online_264@gmail.com,9876598404,"Mumbai Suburban Area, India",2022-08-13T13:55:12.171307,Delivered,4834.57,online
56,2.0,Online Customer 917,online_905@gmail.com,9876545473,"Mumbai Suburban Area, India",2022-08-13T15:07:18.171307,Delivered,319.16,online
57,2.0,Online Customer 898,online_385@gmail.com,9876525411,"Mumbai Suburban Area, India",2022-08-14T09:34:38.171307,Delivered,107765.75,online
58,,Online Customer 259,online_192@gmail.com,9876557697,"Mumbai Suburban Area, India",2022-08-14T15:43:15.171307,Delivered,249.33,online
59,2.0,Online Customer 200,online_211@gmail.com,9876556320,"Mumbai Suburban Area, India",2022-08-14T21:23:57.171307,Pending,879.16,online
60,,Online Customer 535,online_68@gmail.com,9876513928,"Mumbai Suburban Area, India",2022-08-14T21:05:58.171307,Delivered,1963.21,online
61,,Online Customer 181,online_975@gmail.com,9876511790,"Mumbai Suburban Area, India",2022-08-14T13:46:11.171307,Delivered,2138.27,online
62,,Online Customer 480,online_916@gmail.com,9876578763,"Mumbai Suburban Area, India",2022-08-14T21:52:00.171307,Pending,141.37,online
63,2.0,Online Customer 605,online_351@gmail.com,9876585835,"Mumbai Suburban Area, India",2022-08-15T12:05:17.171307,Delivered,1205.52,online
64,,Online Customer 342,online_834@gmail.com,9876554006,"Mumbai Suburban Area, India",2022-08-16T10:58:51.171307,Delivered,1449.5,online
65,2.0,Online Customer 595,online_802@gmail.com,9876587116,"Mumbai Suburban Area, India",2022-08-17T19:44:24.171307,Delivered,1918.38,online
66,,Online Customer 570,online_965@gmail.com,9876526627,"Mumbai Suburban Area, India",2022-08-17T16:39:26.171307,Delivered,383.7,online
67,2.0,Online Customer 529,online_888@gmail.com,9876566270,"Mumbai Suburban Area, India",2022-08-17T18:00:21.171307,Delivered,40699.0,online
68,,Online Customer 972,online_762@gmail.com,9876510760,"Mumbai Suburban Area, India",2022-08-18T12:50:09.171307,Delivered,38582.63,online
69,2.0,Online Customer 167,online_175@gmail.com,9876520620,"Mumbai Suburban Area, India",2022-08-18T19:28:27.171307,Delivered,1090.95,online
70,,Online Customer 630,online_520@gmail.com,9876546725,"Mumbai Suburban Area, India",2022-08-18T14:51:24.171307,Delivered,44790.24,online
71,2.0,Online Customer 450,online_454@gmail.com,9876583389,"Mumbai Suburban Area, India",2022-08-19T09:55:20.171307,Delivered,487.38,online
72,2.0,Online Customer 915,online_172@gmail.com,9876586676,"Mumbai Suburban Area, India",2022-08-19T16:48:43.171307,Delivered,319.16,online
73,,Online Customer 173,online_648@gmail.com,9876549414,"Mumbai Suburban Area, India",2022-08-19T09:35:43.171307,Delivered,1613.28,online
74,,Online Customer 408,online_969@gmail.com,9876546378,"Mumbai Suburban Area, India",2022-08-19T19:51:04.171307,Delivered,1883.33,online
75,,Online Customer 959,online_244@gmail.com,9876580932,"Mumbai Suburban Area, India",2022-08-19T18:13:17.171307,Pending,2744.01,online
76,,Online Customer 839,online_972@gmail.com,9876597239,"Mumbai Suburban Area, India",2022-08-19T17:12:52.171307,Delivered,90747.19,online
77,,Online Customer 570,online_772@gmail.com,9876521152,"Mumbai Suburban Area, India",2022-08-20T15:38:51.171307,Pending,51172.55,online
78,2.0,Online Customer 350,online_884@gmail.com,9876535410,"Mumbai Suburban Area, India",2022-08-20T19:14:19.171307,Delivered,2082.22,online
79,2.0,Online Customer 586,online_797@gmail.com,9876523796,"Mumbai Suburban Area, India",2022-08-20T19:27:16.171307,Delivered,202.45,online
80,,Online Customer 990,online_456@gmail.com,9876534876,"Mumbai Suburban Area, India",2022-08-21T16:39:26.171307,Delivered,495.82,online
81,,Online Customer 798,online_189@gmail.com,9876588957,"Mumbai Suburban Area, India",2022-08-21T20:42:08.171307,Delivered,409.14,online
82,2.0,Online Customer 904,online_111@gmail.com,9876592385,"Mumbai Suburban Area, India",2022-08-21T18:47:26.171307,Delivered,45323.38,online
83,,Online Customer 392,online_911@gmail.com,9876552098,"Mumbai Suburban Area, India",2022-08-22T12:01:59.171307,Delivered,1396.3,online
84,,Online Customer 151,online_519@gmail.com,9876562148,"Mumbai Suburban Area, India",2022-08-22T19:19:34.171307,Delivered,3855.07,online
85,,Online Customer 433,online_873@gmail.com,9876593695,"Mumbai Suburban Area, India",2022-08-22T17:08:57.171307,Delivered,87599.49,online
86,,Online Customer 790,online_807@gmail.com,9876547370,"Mumbai Suburban Area, India",2022-08-22T17:43:49.171307,Delivered,39657.72,online
87,,Online Customer 124,online_599@gmail.com,9876518684,"Mumbai Suburban Area, India",2022-08-22T21:11:27.171307,Delivered,13311.09,online
88,,Online Customer 766,online_106@gmail.com,9876558463,"Mumbai Suburban Area, India",2022-08-23T20:34:19.171307,Pending,75288.27,online
89,,Online Customer 326,online_261@gmail.com,9876512875,"Mumbai Suburban Area, India",2022-08-23T11:52:54.171307,Pending,18488.45,online
90,,Online Customer 305,online_841@gmail.com,9876549789,"Mumbai Suburban Area, India",2022-08-23T09:44:18.171307,Delivered,1730.08,online
91,2.0,Online Customer 682,online_728@gmail.com,9876539475,"Mumbai Suburban Area, India",2022-08-23T21:21:42.171307,Delivered,35750.76,online
92,2.0,Online Customer 348,online_643@gmail.com,9876525842,"Mumbai Suburban Area, India",2022-08-24T09:41:30.171307,Delivered,804.47,online
93,2.0,Online Customer 544,online_805@gmail.com,9876525195,"Mumbai Suburban Area, India",2022-08-24T15:59:29.171307,Delivered,50426.12,online
94,2.0,Online Customer 938,online_960@gmail.com,9876533221,"Mumbai Suburban Area, India",2022-08-24T16:03:56.171307,Delivered,22097.54,online
95,,Online Customer 703,online_831@gmail.com,9876535374,"Mumbai Suburban Area, India",2022-08-24T14:27:58.171307,Delivered,936.82,online
96,,Online Customer 481,online_275@gmail.com,9876541931,"Mumbai Suburban Area, India",2022-08-25T12:10:58.171307,Delivered,1230.17,online
97,,Online Customer 282,online_17@gmail.com,9876536716,"Mumbai Suburban Area, India",2022-08-25T11:58:22.171307,Delivered,1013.47,online
98,,Online Customer 300,online_131@gmail.com,9876513832,"Mumbai Suburban Area, India",2022-08-26T20:48:30.171307,Delivered,5054.6,online
99,2.0,Online Customer 167,online_782@gmail.com,9876539313,"Mumbai Suburban Area, India",2022-08-26T11:16:32.171307,Delivered,1164.98,online
100,2.0,Online Customer 117,online_143@gmail.com,9876521526,"Mumbai Suburban Area, India",2022-08-26T20:30:14.171307,Delivered,30365.44,online
101,,Online Customer 574,online_705@gmail.com,9876579821,"Mumbai Suburban Area, India",2022-08-26T10:43:29.171307,Pending,2126.02,online
102,2.0,Online Customer 871,online_175@gmail.com,9876562139,"Mumbai Suburban Area, India",2022-08-26T20:16:08.171307,Delivered,1005.34,online
103,2.0,Online Customer 703,online_461@gmail.com,9876521100,"Mumbai Suburban Area, India",2022-08-27T17:11:37.171307,Delivered,77875.75,online
104,2.0,Online Customer 587,online_925@gmail.com,9876515514,"Mumbai Suburban Area, India",2022-08-27T17:20:48.171307,Delivered,508.9,online
105,2.0,Online Customer 486,online_309@gmail.com,9876563698,"Mumbai Suburban Area, India",2022-08-27T13:28:08.171307,Pending,96005.57,online
106,2.0,Online Customer 225,online_663@gmail.com,9876540487,"Mumbai Suburban Area, India",2022-08-28T13:09:54.171307,Delivered,13657.87,online
107,2.0,Online Customer 738,online_222@gmail.com,9876598141,"Mumbai Suburban Area, India",2022-08-28T14:48:02.171307,Delivered,114702.63,online
108,,Online Customer 946,online_202@gmail.com,9876552762,"Mumbai Suburban Area, India",2022-08-28T18:31:21.171307,Delivered,32106.82,online
109,2.0,Online Customer 382,online_894@gmail.com,9876596983,"Mumbai Suburban Area, India",2022-08-28T15:03:56.171307,Delivered,223.53,online
110,2.0,Online Customer 265,online_749@gmail.com,9876589450,"Mumbai Suburban Area, India",2022-08-28T19:51:06.171307,Delivered,85227.06,online
111,,Online Customer 821,online_445@gmail.com,9876545691,"Mumbai Suburban Area, India",2022-08-28T20:10:38.171307,Delivered,24100.32,online
112,2.0,Online Customer 314,online_976@gmail.com,9876567484,"Mumbai Suburban Area, India",2022-08-29T15:03:56.171307,Delivered,72.16,online
113,,Online Customer 890,online_514@gmail.com,9876551902,"Mumbai Suburban Area, India",2022-08-29T17:34:45.171307,Delivered,2762.46,online
114,,Online Customer 959,online_205@gmail.com,9876591443,"Mumbai Suburban Area, India",2022-08-29T17:11:09.171307,Delivered,2452.08,online
115,2.0,Online Customer 928,online_41@gmail.com,9876517434,"Mumbai Suburban Area, India",2022-08-29T10:56:06.171307,Delivered,27057.02,online
116,,Online Customer 833,online_98@gmail.com,9876527714,"Mumbai Suburban Area, India",2022-08-30T15:37:40.171307,Delivered,29492.04,online
117,2.0,Online Customer 651,online_314@gmail.com,9876527951,"Mumbai Suburban Area, India",2022-08-30T21:50:52.171307,Delivered,16930.89,online
118,,Online Customer 519,online_19@gmail.com,9876534809,"Mumbai Suburban Area, India",2022-08-31T21:35:57.171307,Delivered,80378.36,online
119,,Online Customer 191,online_29@gmail.com,9876587856,"Mumbai Suburban Area, India",2022-08-31T18:11:14.171307,Delivered,3474.2,online
120,,Online Customer 208,online_908@gmail.com,9876535018,"Mumbai Suburban Area, India",2022-08-31T14:57:52.171307,Delivered,870.02,online
121,2.0,Online Customer 754,online_592@gmail.com,9876573827,"Mumbai Suburban Area, India",2022-08-31T17:11:15.171307,Delivered,31924.9,online
122,2.0,Online Customer 332,online_430@gmail.com,9876550716,"Mumbai Suburban Area, India",2022-08-31T14:14:11.171307,Delivered,14541.76,online
123,,Online Customer 155,online_134@gmail.com,9876569757,"Mumbai Suburban Area, India",2022-09-01T16:17:02.171307,Delivered,223.89,online
124,2.0,Online Customer 760,online_755@gmail.com,9876596295,"Mumbai Suburban Area, India",2022-09-01T09:59:39.171307,Delivered,1944.04,online
125,,Online Customer 443,online_659@gmail.com,9876576037,"Mumbai Suburban Area, India",2022-09-01T15:15:16.171307,Delivered,55406.14,online
126,2.0,Online Customer 641,online_731@gmail.com,9876538131,"Mumbai Suburban Area, India",2022-09-02T12:32:53.171307,Delivered,55526.63,online
127,,Online Customer 918,online_191@gmail.com,9876554744,"Mumbai Suburban Area, India",2022-09-03T17:11:30.171307,Delivered,61651.53,online
128,,Online Customer 717,online_576@gmail.com,9876542093,"Mumbai Suburban Area, India",2022-09-03T15:43:38.171307,Pending,33924.91,online
129,,Online Customer 465,online_795@gmail.com,9876562066,"Mumbai Suburban Area, India",2022-09-03T19:28:08.171307,Delivered,933.4,online
130,,Online Customer 534,online_113@gmail.com,9876545804,"Mumbai Suburban Area, India",2022-09-04T12:20:48.171307,Delivered,1765.06,online
131,,Online Customer 932,online_529@gmail.com,9876535587,"Mumbai Suburban Area, India",2022-09-04T14:02:04.171307,Delivered,1075.32,online
132,2.0,Online Customer 844,online_459@gmail.com,9876522221,"Mumbai Suburban Area, India",2022-09-05T11:07:33.171307,Delivered,45528.65,online
133,2.0,Online Customer 802,online_150@gmail.com,9876519892,"Mumbai Suburban Area, India",2022-09-05T19:33:29.171307,Delivered,977.16,online
134,,Online Customer 579,online_683@gmail.com,9876569546,"Mumbai Suburban Area, India",2022-09-06T14:30:40.171307,Delivered,1028.72,online
135,,Online Customer 386,online_700@gmail.com,9876593248,"Mumbai Suburban Area, India",2022-09-06T14:09:29.171307,Delivered,561.74,online
136,,Online Customer 316,online_692@gmail.com,9876547404,"Mumbai Suburban Area, India",2022-09-07T09:54:41.171307,Delivered,3447.5,online
137,,Online Customer 812,online_868@gmail.com,9876599216,"Mumbai Suburban Area, India",2022-09-07T17:34:57.171307,Delivered,4407.35,online
138,,Online Customer 934,online_185@gmail.com,9876599421,"Mumbai Suburban Area, India",2022-09-08T21:31:36.171307,Delivered,28948.26,online
139,2.0,Online Customer 314,online_588@gmail.com,9876535669,"Mumbai Suburban Area, India",2022-09-08T14:21:01.171307,Delivered,974.85,online
140,2.0,Online Customer 601,online_187@gmail.com,9876542073,"Mumbai Suburban Area, India",2022-09-08T19:02:15.171307,Delivered,944.75,online
141,2.0,Online Customer 141,online_334@gmail.com,9876547233,"Mumbai Suburban Area, India",2022-09-08T13:52:38.171307,Delivered,1074.16,online
142,,Online Customer 556,online_880@gmail.com,9876579660,"Mumbai Suburban Area, India",2022-09-08T16:25:59.171307,Delivered,904.18,online
143,2.0,Online Customer 290,online_525@gmail.com,9876587616,"Mumbai Suburban Area, India",2022-09-09T11:31:52.171307,Delivered,76584.47,online
144,,Online Customer 353,online_766@gmail.com,9876554243,"Mumbai Suburban Area, India",2022-09-09T19:01:02.171307,Delivered,25895.2,online
145,2.0,Online Customer 839,online_217@gmail.com,9876565789,"Mumbai Suburban Area, India",2022-09-09T09:45:43.171307,Delivered,1725.46,online
146,2.0,Online Customer 593,online_853@gmail.com,9876524725,"Mumbai Suburban Area, India",2022-09-09T21:59:15.171307,Delivered,30653.25,online
147,2.0,Online Customer 712,online_868@gmail.com,9876527085,"Mumbai Suburban Area, India",2022-09-10T13:44:21.171307,Delivered,470.17,online
148,,Online Customer 407,online_45@gmail.com,9876597896,"Mumbai Suburban Area, India",2022-09-10T20:22:25.171307,Delivered,2866.32,online
149,2.0,Online Customer 803,online_977@gmail.com,9876556565,"Mumbai Suburban Area, India",2022-09-10T15:32:47.171307,Delivered,706.63,online
150,,Online Customer 942,online_444@gmail.com,9876523609,"Mumbai Suburban Area, India",2022-09-10T09:06:56.171307,Delivered,202.88,online
151,2.0,Online Customer 511,online_384@gmail.com,9876595302,"Mumbai Suburban Area, India",2022-09-11T17:50:12.171307,Delivered,1523.28,online
152,2.0,Online Customer 648,online_555@gmail.com,9876560060,"Mumbai Suburban Area, India",2022-09-11T10:27:03.171307,Delivered,1970.95,online
153,,Online Customer 617,online_579@gmail.com,9876551135,"Mumbai Suburban Area, India",2022-09-12T18:29:20.171307,Delivered,8352.36,online
154,2.0,Online Customer 454,online_199@gmail.com,9876511197,"Mumbai Suburban Area, India",2022-09-13T13:04:55.171307,Delivered,1317.21,online
155,2.0,Online Customer 139,online_836@gmail.com,9876582467,"Mumbai Suburban Area, India",2022-09-13T16:10:53.171307,Delivered,422.74,online
156,,Online Customer 190,online_822@gmail.com,9876541019,"Mumbai Suburban Area, India",2022-09-14T16:21:49.171307,Delivered,2651.37,online
157,2.0,Online Customer 617,online_802@gmail.com,9876581090,"Mumbai Suburban Area, India",2022-09-15T13:36:10.171307,Delivered,2602.21,online
158,,Online Customer 537,online_222@gmail.com,9876541561,"Mumbai Suburban Area, India",2022-09-15T11:12:09.171307,Delivered,59105.42,online
159,2.0,Online Customer 787,online_953@gmail.com,9876525145,"Mumbai Suburban Area, India",2022-09-15T21:36:59.171307,Delivered,1833.33,online
160,2.0,Online Customer 853,online_526@gmail.com,9876569951,"Mumbai Suburban Area, India",2022-09-15T19:30:22.171307,Delivered,63502.7,online
161,2.0,Online Customer 453,online_221@gmail.com,9876514196,"Mumbai Suburban Area, India",2022-09-16T12:30:47.171307,Delivered,5023.18,online
162,,Online Customer 852,online_782@gmail.com,9876552147,"Mumbai Suburban Area, India",2022-09-16T14:27:16.171307,Pending,175.11,online
163,,Online Customer 640,online_293@gmail.com,9876511459,"Mumbai Suburban Area, India",2022-09-16T19:33:35.171307,Delivered,73674.56,online
164,,Online Customer 694,online_9@gmail.com,9876532248,"Mumbai Suburban Area, India",2022-09-17T12:42:00.171307,Delivered,15778.58,online
165,,Online Customer 313,online_699@gmail.com,9876533686,"Mumbai Suburban Area, India",2022-09-17T16:26:47.171307,Delivered,5455.94,online
166,,Online Customer 381,online_543@gmail.com,9876539760,"Mumbai Suburban Area, India",2022-09-17T11:11:17.171307,Delivered,399.34,online
167,2.0,Online Customer 878,online_306@gmail.com,9876517655,"Mumbai Suburban Area, India",2022-09-17T21:26:22.171307,Delivered,30082.91,online
168,,Online Customer 317,online_410@gmail.com,9876579279,"Mumbai Suburban Area, India",2022-09-17T15:43:42.171307,Delivered,3416.83,online
169,,Online Customer 999,online_664@gmail.com,9876524732,"Mumbai Suburban Area, India",2022-09-18T18:08:55.171307,Delivered,67213.67,online
170,2.0,Online Customer 465,online_137@gmail.com,9876567938,"Mumbai Suburban Area, India",2022-09-18T13:11:34.171307,Delivered,1259.6,online
171,2.0,Online Customer 737,online_171@gmail.com,9876563179,"Mumbai Suburban Area, India",2022-09-18T12:31:54.171307,Delivered,46217.89,online
172,,Online Customer 792,online_312@gmail.com,9876510020,"Mumbai Suburban Area, India",2022-09-19T13:07:12.171307,Pending,32061.01,online
173,2.0,Online Customer 706,online_301@gmail.com,9876541107,"Mumbai Suburban Area, India",2022-09-19T14:42:48.171307,Delivered,1513.25,online
174,2.0,Online Customer 754,online_928@gmail.com,9876592705,"Mumbai Suburban Area, India",2022-09-20T13:27:14.171307,Delivered,452.09,online
175,,Online Customer 674,online_378@gmail.com,9876582828,"Mumbai Suburban Area, India",2022-09-20T11:13:36.171307,Delivered,15458.21,online
176,2.0,Online Customer 730,online_354@gmail.com,9876591074,"Mumbai Suburban Area, India",2022-09-20T20:20:47.171307,Delivered,1381.23,online
177,,Online Customer 248,online_821@gmail.com,9876598995,"Mumbai Suburban Area, India",2022-09-21T12:19:18.171307,Delivered,1102.95,online
178,2.0,Online Customer 323,online_726@gmail.com,9876510559,"Mumbai Suburban Area, India",2022-09-22T19:11:55.171307,Delivered,1596.62,online
179,,Online Customer 778,online_845@gmail.com,9876550980,"Mumbai Suburban Area, India",2022-09-22T12:32:13.171307,Delivered,1028.69,online
180,,Online Customer 496,online_951@gmail.com,9876530512,"Mumbai Suburban Area, India",2022-09-23T17:05:55.171307,Delivered,779.07,online
181,2.0,Online Customer 727,online_714@gmail.com,9876579555,"Mumbai Suburban Area, India",2022-09-23T20:49:44.171307,Delivered,1572.5,online
182,2.0,Online Customer 864,online_461@gmail.com,9876562455,"Mumbai Suburban Area, India",2022-09-24T10:59:52.171307,Delivered,533.28,online
183,,Online Customer 306,online_184@gmail.com,9876583493,"Mumbai Suburban Area, India",2022-09-24T09:30:16.171307,Delivered,30734.82,online
184,,Online Customer 934,online_863@gmail.com,9876597100,"Mumbai Suburban Area, India",2022-09-24T14:19:53.171307,Delivered,13357.3,online
185,2.0,Online Customer 898,online_570@gmail.com,9876534475,"Mumbai Suburban Area, India",2022-09-24T18:00:46.171307,Delivered,242.96,online
186,2.0,Online Customer 518,online_458@gmail.com,9876532928,"Mumbai Suburban Area, India",2022-09-25T16:27:33.171307,Delivered,36376.1,online
187,2.0,Online Customer 338,online_73@gmail.com,9876542529,"Mumbai Suburban Area, India",2022-09-25T19:53:56.171307,Delivered,857.78,online
188,2.0,Online Customer 888,online_602@gmail.com,9876547079,"Mumbai Suburban Area, India",2022-09-25T14:17:10.171307,Delivered,23077.44,online
189,,Online Customer 476,online_807@gmail.com,9876586172,"Mumbai Suburban Area, India",2022-09-25T09:15:41.171307,Delivered,39017.04,online
190,2.0,Online Customer 794,online_277@gmail.com,9876536964,"Mumbai Suburban Area, India",2022-09-25T17:40:44.171307,Delivered,19811.94,online
191,,Online Customer 332,online_88@gmail.com,9876593254,"Mumbai Suburban Area, India",2022-09-26T17:41:38.171307,Delivered,1154.29,online
192,2.0,Online Customer 417,online_503@gmail.com,9876570041,"Mumbai Suburban Area, India",2022-09-27T21:30:17.171307,Pending,24218.75,online
193,,Online Customer 659,online_905@gmail.com,9876526259,"Mumbai Suburban Area, India",2022-09-28T20:37:15.171307,Delivered,50819.09,online
194,,Online Customer 433,online_965@gmail.com,9876541223,"Mumbai Suburban Area, India",2022-09-28T16:08:16.171307,Delivered,35594.29,online
195,,Online Customer 474,online_276@gmail.com,9876558914,"Mumbai Suburban Area, India",2022-09-28T17:10:03.171307,Delivered,3188.37,online
196,2.0,Online Customer 749,online_167@gmail.com,9876550979,"Mumbai Suburban Area, India",2022-09-28T20:41:45.171307,Delivered,1654.22,online
197,2.0,Online Customer 334,online_415@gmail.com,9876570644,"Mumbai Suburban Area, India",2022-09-28T10:51:59.171307,Delivered,47858.81,online
198,2.0,Online Customer 463,online_92@gmail.com,9876532726,"Mumbai Suburban Area, India",2022-09-29T10:53:17.171307,Delivered,1475.88,online
